station_id,station_name,latitude,longitude,date,variable,value,unit,timestamp_extraction
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,rh_mean_daily,60.0,%,2026-06-04T07:09:59.546915
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,rh_min_daily,42.0,%,2026-06-04T07:09:58.271894
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,rs_sum_daily,21205.0,W/m²,2026-06-04T07:10:03.060017
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,tair_max_daily,29.8,°C,2026-06-04T07:09:57.318745
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,tair_mean_daily,24.4,°C,2026-06-04T07:09:56.363529
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,tair_min_daily,18.9,°C,2026-06-04T07:09:55.404077
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,ws_max_daily,12.3,m/s,2026-06-04T07:10:05.666804
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,ws_max_daily,8.7,m/s,2026-06-04T07:10:05.666809
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,ws_mean_daily,1.3,m/s,2026-06-04T07:10:04.544600
0PU18,MONOPOLI,40.919445,17.294443,2026-06-03,ws_mean_daily,2.7,m/s,2026-06-04T07:10:04.544642
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,precip_sum_daily,1.8,mm,2026-06-04T07:10:02.076186
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,rh_max_daily,94.0,%,2026-06-04T07:10:00.566687
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,rh_mean_daily,60.0,%,2026-06-04T07:09:59.546918
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,rh_min_daily,32.0,%,2026-06-04T07:09:58.271900
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,rs_sum_daily,16599.0,W/m²,2026-06-04T07:10:03.060025
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,tair_max_daily,32.2,°C,2026-06-04T07:09:57.318751
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,tair_mean_daily,23.5,°C,2026-06-04T07:09:56.363535
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,tair_min_daily,17.0,°C,2026-06-04T07:09:55.404082
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,ws_max_daily,3.8,m/s,2026-06-04T07:10:05.666814
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,ws_max_daily,7.2,m/s,2026-06-04T07:10:05.666819
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,ws_mean_daily,0.2,m/s,2026-06-04T07:10:04.544648
0PU19,TERLIZZI,41.120834,16.549168,2026-06-03,ws_mean_daily,1.4,m/s,2026-06-04T07:10:04.544654
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,precip_sum_daily,0.0,mm,2026-06-04T07:10:02.076189
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,rh_max_daily,93.0,%,2026-06-04T07:10:00.566690
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,rh_mean_daily,70.0,%,2026-06-04T07:09:59.546920
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,rh_min_daily,41.0,%,2026-06-04T07:09:58.271904
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,rs_sum_daily,24508.0,W/m²,2026-06-04T07:10:03.060033
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,tair_max_daily,29.9,°C,2026-06-04T07:09:57.318757
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,tair_mean_daily,22.3,°C,2026-06-04T07:09:56.363542
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,tair_min_daily,14.8,°C,2026-06-04T07:09:55.404088
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,ws_max_daily,7.0,m/s,2026-06-04T07:10:05.666824
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,ws_max_daily,8.6,m/s,2026-06-04T07:10:05.666829
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,ws_mean_daily,1.5,m/s,2026-06-04T07:10:04.544660
0PU20,VILLA CASTELLI,40.553055,17.504444,2026-06-03,ws_mean_daily,2.7,m/s,2026-06-04T07:10:04.544668
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,precip_sum_daily,0.0,mm,2026-06-04T07:10:02.076192
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,rh_max_daily,86.0,%,2026-06-04T07:10:00.566693
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,rh_mean_daily,66.0,%,2026-06-04T07:09:59.546923
0PU21,CAROVIGNO,40.691944,17.630278,2026-06-03,rh_min_daily,38.0,%,2026-06-04T07:09:58.271908
